id,title,content,parent_data,level,description
65.0001,（十一）学科建设（指标 50-51）,,"[0.0001, 56.0001, 65.0001]",2.0,专注于医院科研项目的资助和科研成果的商业转化，通过科研项目经费和成果转化金额的评估，强调了科研活动在医院发展和创新中的重要性。
66.0001,50.每百名卫生技术人员科研项目经费▲,【指标属性】定量指标，国家监测指标。【计量单位】元【指标定义】考核年度每百名卫生技术人员立项的科研经费总金额。【计算方法】本年度科研项目立项经费总金额每百名卫生技术人员科研项目经费 = × 100同期卫生技术人员总数【指标说明】（1）分子：科研项目经费以当年立项批复或签订合同的项目金额为准，包括纵向（国家、部/委、省、辖市等政府或者上级主管部门下达的课题项目）和横向（非政府机构或者上级单位，含 GCP 临床试验）的科研项目，不含院内课题和院内匹配经费，不含适宜技术推广、新技术引进、学科建设、平台建设、工作室建设、科普宣传、科研相关奖励等经费。（2）分母：卫生技术人员包括医、药、护、技四类在岗人员，包含在行政职能科室工作的四类人员。【指标意义】考核医院科研创新能力。【指标导向】逐步提高。【指标来源】医院填报。【指标解释】国家卫生健康委、省级卫生健康委。,"[0.0001, 56.0001, 65.0001, 66.0001]",3.0,考核年度每百名卫生技术人员立项的科研经费总金额。
67.0001,51.每百名卫生技术人员科研成果转化金额,【指标属性】定量指标【计量单位】元【指标定义】考核年度每百名卫生技术人员科研成果转化的金额数。【计算方法】本年度科技成果转化总金额每百名卫生技术人员科研成果转化金额 = × 100同期医院卫生技术人员总数【指标说明】（1）分子：科技成果转化总金额是指考核年度医院科研成果转化合同、协议成交金额总数（以实际到账金额统计）。无科研转化，填“0”。（2）分母：此处卫生技术人员包括医、药、护、技四类在岗人员，包含在行政职能科室工作的四类人员。【指标意义】该指标考核医院去规模化和创新成果应用能力。《关于加强卫生与健康科技成果转移转化工作的指导意见》（国卫科教发〔2016〕51 号）指出，科技成果转移转化是卫生与健康科技创新的重要内容，是加强科技创新和卫生与健康事业发展紧密结合的关键环节，对推进“健康中国”建设具有重要意义。【指标导向】逐步提高。【指标来源】医院填报。【指标解释】国家卫生健康委、省级卫生健康委。,"[0.0001, 56.0001, 65.0001, 67.0001]",3.0,考核年度每百名卫生技术人员科研成果转化的金额数。
68.0001,（十二）信用建设（指标 52）,,"[0.0001, 56.0001, 68.0001]",2.0,侧重于评价医院在公共信用体系中的综合评价等级，反映医院的信誉和社会责任。通过关注公共信用评价，指标旨在提高医院的透明度和公众信任度。
69.0001,52.公共信用综合评价等级,【指标属性】定性指标【计量单位】无【指标定义】公共信用综合评价依托全国信用信息共享平台归集的公共信用信息，通过科学的评价体系，对市场主体公共信用综合水平进行评价。【计算方法】按照公共信用综合评价规范进行评价。【指标说明】仅供各省级卫生健康委内部参考使用。【指标意义】推动医院重视信用建设，进一步增强诚信意识。【指标导向】监测比较。【指标来源】国家发展改革委。【指标解释】国家公共信用信息中心。,"[0.0001, 56.0001, 68.0001, 69.0001]",3.0,公共信用综合评价依托全国信用信息共享平台归集的公共信用信息，通过科学的评价体系，对市场主体公共信用综合水平进行评价。
70.0001,五、满意度评价相关指标,满意度评价指标部分，共有二级指标 2 个，三级指标 3 个，均为定量指标和国家监测指标。,"[0.0001, 70.0001]",1.0,患者在门诊就诊期间对医疗服务怀有的期望与其对医疗服务的实际感知的一致性程度。 住院患者对医疗服务怀有的期望与其对医疗服务的实际感知的一致性程度。 医务人员满意度，医务人员对其所从事工作的总体态度，是医务人员对其需要满足程度。
71.0001,（十三）患者满意度（指标 53-54）,,"[0.0001, 70.0001, 71.0001]",2.0,专注于患者对医疗服务的满意度评价，包括门诊和住院患者满意度的测量。这些指标旨在从患者的视角评估服务质量，强调了患者满意度在医疗服务改进中的指导作用。
72.0001,53.门诊患者满意度▲,【指标属性】定量指标，国家监测指标。【计量单位】分值【指标定义】患者在门诊就诊期间对医疗服务怀有的期望与其对医疗服务的实际感知的一致性程度。【计算方法】门诊患者满意度调查得分。【指标说明】调查问题维度包括挂号体验、医患沟通、医务人员回应性、隐私保护、环境与标识等。该考核指标作为医院绩效考核的组成部分，仅考察医院可控的部分（医院本身的绩效），故不包括患者就医体验的所有方面，比如服务价格。【指标意义】根据《关于印发进一步改善医疗服务行动计划的通知》（国卫医发〔2015〕2 号）、《关于印发进一步改善医疗服务行动计划（2018-2020 年）》（国卫医发〔2017〕73 号）及《国家卫生计生委办公厅关于开展医院满意度调查试点工作的通知》（国卫办医函〔2017〕849 号）要求，医院应当制订满意度监测指标并不断完善，将患者满意度作为加强内部运行机制改革、促进自身健康发展的有效抓手，有针对性地改进服务，着力构建患者满意度调查长效工作机制，为患者提供人性化服务和人文关怀。《关于印发公立医院高质量发展促进行动（2021-2025 年）的通知》（国卫医发〔2021〕27 号）要求，建立健全满意度管理制度。【指标导向】逐步提高。【指标来源】国家卫生健康委。【指标解释】国家卫生健康委医疗管理服务指导中心。,"[0.0001, 70.0001, 71.0001, 72.0001]",3.0,患者在门诊就诊期间对医疗服务怀有的期望与其对医疗服务的实际感知的一致性程度。
73.0001,54.住院患者满意度▲,【指标属性】定量指标，国家监测指标。【计量单位】分值【指标定义】住院患者对医疗服务怀有的期望与其对医疗服务的实际感知的一致性程度。【计算方法】住院患者满意度调查得分。【指标说明】调查问题维度包括医患沟通、医务人员回应性、出入院手续和信息、疼痛管理、用药沟通、环境与标识、饭菜质量、对亲友态度等。【指标意义】参见指标 53。【指标导向】逐步提高。【指标来源】国家卫生健康委。【指标解释】国家卫生健康委医疗管理服务指导中心。,"[0.0001, 70.0001, 71.0001, 73.0001]",3.0,住院患者对医疗服务怀有的期望与其对医疗服务的实际感知的一致性程度。
74.0001,（十四）医务人员满意度（指标 55）,,"[0.0001, 70.0001, 74.0001]",2.0,涉及医务人员对工作环境和职业发展的满意度评价，指标通过反映医务人员的工作满意度，突显了优化工作环境和提升员工福利对于提高医疗服务质量和效率的重要性。
75.0001,55.医务人员满意度▲,【指标属性】定量指标，国家监测指标。【计量单位】分值【指标定义】医务人员满意度，医务人员对其所从事工作的总体态度，是医务人员对其需要满足程度。【计算方法】医务人员满意度调查得分。【指标说明】调查问题维度包括薪酬福利、发展晋升、工作内容与环境、上下级关系、同级关系等。【指标意义】根据《关于印发进一步改善医疗服务行动计划的通知》（国卫医发〔2015〕2 号）、《关于印发进一步改善医疗服务行动计划（2018-2020 年）》（国卫医发〔2017〕73 号）及《国家卫生计生委办公厅关于开展医院满意度调查试点工作的通知》（国卫办医函〔2017〕849 号）要求，医院应及时了解医务人员对医院业务管理和经济管理进行全面体验，提高医务人员满意度，调动医务人员积极性，减少人员频繁流动等问题，使医务人员更好地为患者服务。《关于印发公立医院高质量发展促进行动（2021-2025 年）的通知》（国卫医发〔2021〕27 号）要求，建立健全满意度管理制度。【指标导向】逐步提高。【指标来源】国家卫生健康委。【指标解释】国家卫生健康委医疗管理服务指导中心。,"[0.0001, 70.0001, 74.0001, 75.0001]",3.0,医务人员满意度，医务人员对其所从事工作的总体态度，是医务人员对其需要满足程度。
76.0001,六、新增指标,增 1：重点监控高值医用耗材收入占比【指标属性】定量指标【计量单位】百分比（%）【指标定义】考核年度医院重点监控高值医用耗材60收入占同期耗材总收入比例。【计算方法】重点监控高值医用耗材收入重点监控高值医用耗材收入占比 = × 100%同期卫生材料收入【指标说明】（1）分子：在本考核年度，重点监控高值医用耗材收入指第一批国家高值医用耗材重点治理清单公布的 18 种医用耗材（见附件 4）的收入。（2）分母：同期卫生材料收入，包括门急诊、住院卫生材料收入。【指标意义】《国务院办公厅关于印发治理高值医用耗材改革方案的通知（国办发〔2019〕37 号）要求完善高值医用耗材临床应用管理，60 高值医用耗材是指直接作用于人体、对安全性有严格要求、临床使用量大、价格相对较高、群众费用负担重的医用耗材。并将其纳入公立医疗机构绩效考核评价体系，故增设该指标。《关于印发医疗机构医用耗材管理办法（试行）的通知》（国卫医发〔2019〕43 号）要求，加强高值医用耗材规范化管理，明确治理范围，将单价和资源消耗占比相对较高的高值医用耗材作为重点治理对象。完善高值医用耗材临床应用管理，并将其纳入公立医疗机构绩效考核评价体系，以全面深入治理高值医用耗材，规范医疗服务行为，控制医疗费用不合理增长，维护人民群众健康权益。《国家卫生健康委办公厅关于印发第一批国家高值医用耗材重点治理清单的通知》（国卫办医函〔2020〕9 号）要求，各省级卫生健康行政部门在第一批国家高值医用耗材重点治理清单基础上，根据各地实际，适当增加品种，形成省级清单，并指导辖区内医疗机构制定医疗机构清单。地方各级卫生健康行政部门和各级各类医疗机构要严格落实《医疗机构医用耗材管理办法（试行）》有关要求，加强医用耗材管理，并按照治理高值医用耗材改革工作要求，做好相关工作。【指标导向】监测比较。【指标来源】医院填报。【指标解释】省级卫生健康委。,"[0.0001, 76.0001]",1.0,专注于从患者和医务人员的角度评价医疗服务的质量和效果。患者满意度指标反映了医院服务与患者期望之间的匹配程度，而医务人员满意度则关注于工作环境和职业发展机会，这两者共同指向提高服务质量和工作满意度的重要性。
1.0002,第一章 器质性精神障碍,,"[0.0002, 1.0002]",1.0,综述了器质性精神障碍的诊断与治疗，详细探讨了从谵妄到帕金森病伴发精神行为问题的各类疾病，强调了认知功能障碍与中枢神经系统变性的关系。
2.0002,第一节 谵妄,,"[0.0002, 1.0002, 2.0002]",2.0,谵妄是急性脑病综合征，常见于老年人和伴有躯体疾病的患者，病因复杂，治疗需全面评估和干预。
3.0002,一、概述,谵妄（delirium）是由多种原因导致的急性脑病综合征，为一种意识异常状态，认知功能普遍受损，尤其是注意力和定向力受损，通常伴有知觉、思维、记忆、精神运动、情绪和睡眠-觉醒周期的功能紊乱。谵妄的流行病学研究因不同人群、不同疾病和疾病不同阶段，以及诊断评估方法不同，结果差异很大。谵妄可发生于任何年龄，但多见于老年人群，尤其是伴有严重躯体疾病的患者。在 ICU（重症监护病房）中大于 65 岁伴内科疾病或手术后的患者谵妄发病率高达 70%～87%。“脑储备”降低的人也较容易出现谵妄，尤其是既往已患痴呆的患者。多数谵妄的临床转归与病因相关，老年人、患有痴呆或躯体疾病的患者预后较差。谵妄可能带来较高的死亡率、导致住院时间延长、医疗消耗增加，以及更加持续严重的认知功能损害。,"[0.0002, 1.0002, 2.0002, 3.0002]",3.0,谵妄是一种急性脑病综合征，导致意识异常和认知功能受损，常见于老年人和伴有躯体疾病的患者，可能导致严重后果。
4.0002,二、病理、病因及发病机制,谵妄的“应激-易感模型”病因假说认为，在一种或多种易感因素存在的情况下，大脑功能储备下降，当促发因素影响大脑内环境，脑内神经递质、神经内分泌和神经免疫损害的急性变化等多因素综合作用构成谵妄的病因学基础时，可引发谵妄。谵妄的易感因素包括：高龄、认知功能损害、严重躯体疾病或脏器功能失代偿、视听障碍、营养不良、水电解质失衡、药物/酒依赖等，痴呆患者更容易合并出现谵妄。谵妄的促发因素包括：手术、外伤、严重生活事件、疲劳、睡眠不足、外界刺激过少或过多、环境恐怖陌生单调、酒药戒断等，如震颤谵妄就是酒依赖患者在酒精戒断后出现以意识障碍、认知损害、幻觉妄想及行为紊乱为主要临床表现的一种状态。特别需要注意，某些治疗药物的使用如镇痛药、抗生素、抗胆碱能药、抗惊厥药、抗帕金森药、镇静催眠药、抗精神病药、抗抑郁药、中枢兴奋剂、皮质醇激素、抗肿瘤药等也可成为谵妄发生的重要影响因素。谵妄的病理机制尚不完全清楚。有研究证据支持神经递质失平衡假说：多种病理生理因素导致神经递质绝对和/或相对水平发生改变，造成脑功能活动异常，引发一系列临床症状，包括胆碱功能降低、多巴胺的过度活动以及γ氨基丁酸和 5-羟色胺等神经递质水平变化。其他特定病因所致的谵妄与中毒、应激等因素有关。,"[0.0002, 1.0002, 2.0002, 4.0002]",3.0,谵妄病因包括易感因素和促发因素，易感因素如高龄、认知损害，促发因素如手术、药物。病理机制涉及神经递质失衡等。
5.0002,三、临床特征与评估,（一）临床特征谵妄的临床特点是起病急。核心症状是注意障碍和意识障碍，表现为广泛的认知过程受损，并可伴有复杂多变的异常精神行为症状。1.注意障碍和意识障碍患者的注意指向、集中、维持、转换困难，检查时可以发现注意涣散或注意唤起困难，并伴有不同程度的意识改变。2.认知损害患者不能辨识周围环境、时间、人物甚至自我；记忆损害因谵妄程度不同而存在差异，即刻和短时记忆与注意损害关系较为密切；可以出现包括命名性失语、言语错乱、理解力受损、书写和找词困难等语言障碍，极端病例中可出现言语不连贯。3.其他精神行为症状谵妄患者可有大量生动逼真、形象鲜明的错觉及幻觉，以幻视为主；妄想呈片段性、多变、不系统，被害妄想多见，可与幻觉等症状有关联；部分患者有接触性离题、病理性赘述等思维联想异常；情绪稳定性差，可有焦虑、淡漠、愤怒、烦躁不安、恐惧、激越等多种情绪反应，情绪转换没有明显关联性，不能自控；伴有紧张、兴奋、冲动等行为反应，震颤谵妄的患者可有震颤。部分患者错觉及幻觉不突出，表现为行为抑制、茫然淡漠、主动活动减少。睡眠-觉醒周期紊乱在谵妄患者中非常常见，表现为白天打盹、夜间不眠，甚至 24 小时睡眠-觉醒周期瓦解。谵妄可以分为三种临床类型：活动过度型、活动减少型和混合型。活动过度型通常表现为活动水平增高，兴奋，丧失对行为的控制，警觉性增高，言语量多，幻觉妄想多见。活动减少型通常表现为活动水平降低，反应迟缓、淡漠，言语量少，嗜睡，此类型容易被忽视，预后较差。混合型是以上两种类型交替出现或混合表现。（二）临床评估如果怀疑患者出现谵妄，建议进行以下评估：完整的体格检查，包括神经系统检查；精神状况检查；实验室检查，用于排查可能的谵妄病因；脑电图检查，辅助诊断但并不特异，可表现为优势节律变慢或缺失，θ 或 δ 波弥散、背景节律结构差等；脑影像检查，用于明确脑部结构异常和病理损害基础；谵妄评估工具筛查可用于辅助诊断，常用评估工具有意识模糊评定法（CAM）及其用于重症监护病房谵妄评定的拓展版（CAM-ICU），以及 1998 年修订版谵妄评估量表（DRS-R-98）等。,"[0.0002, 1.0002, 2.0002, 5.0002]",3.0,急性谵妄的临床特征包括注意和意识障碍、认知损害、精神行为异常，可分为活动过度型、活动减少型和混合型，需要进行全面评估。
6.0002,四、诊断和鉴别诊断,首先结合病史特点、躯体检查、精神检查及相关辅助检查明确谵妄综合征诊断，其次找寻可能的诱发和促发因素，形成病因学诊断。（一）诊断要点1.急性起病，波动性病程。2.意识模糊，注意障碍，认知损害。3.可伴有精神运动性障碍，睡眠或睡眠-觉醒周期紊乱及其他思维、情感、行为障碍。4.以上表现不能用其他先前存在的、已经确立的或正在进行的神经认知障碍更好解释，也不出现在觉醒水平严重降低的背景下。5.病史、躯体检查或实验室检查发现的证据表明，该障碍是其他躯体疾病，物质中毒、戒断、接触毒素，或多种病因的直接生理性结果。（二）鉴别诊断谵妄伴有明显幻觉妄想、言语行为紊乱及情感障碍需要与精神分裂症和伴有精神病性症状的情感障碍相鉴别；谵妄表现为明显的认知功能损害，需要鉴别阿尔茨海默病和其他类型的痴呆；谵妄起病急，并有恐惧紧张等情绪反应以及意识状态改变，需要鉴别急性应激反应。,"[0.0002, 1.0002, 2.0002, 6.0002]",3.0,明确谵妄综合征诊断，找寻病因。与精神分裂症、痴呆、急性应激反应鉴别。
7.0002,五、治疗原则与常用药物,谵妄的治疗涉及病因学的处理、精神症状治疗以及危险因素控制等多个方面，治疗措施包括非药物和药物干预。（一）对因治疗病因治疗是谵妄的根本性治疗措施。在支持治疗的基础上，积极找寻病因学因素和诱发因素，针对这些因素采取处理措施非常重要，如电解质紊乱的纠正、感染性疾病的控制、药源性谵妄的药物减停、中毒时的解毒处理等，并防止新的诱发因素出现。如果谵妄状态与心理社会因素有关，应去除心理及环境等因素，加强心理干预。（二）对症治疗行为紊乱突出的活动过度型谵妄患者可应用抗精神病药改善谵妄症状。明显兴奋激越、睡眠周期紊乱或伴有精神病性症状的患者，可以短暂使用抗精神病药物，如喹硫平（起始剂量 12.5 mg，一般不超过 400 mg）或奥氮平（奥氮平口崩片起始剂量 1.25 mg，一般不超过 15 mg），氯氮平因其较强的抗胆碱能作用不推荐使用。拒绝服药患者可以考虑奥氮平口崩片或利培酮口服液（起始剂量 0.5 ml，一般不超过 2 ml）；对于明显激越的患者，可以采用氟哌啶醇肌肉注射（日剂量 1.5～10 mg），但要注意防范尖端扭转性室速及锥体外系不良反应。癫痫发作相关的谵妄需慎用抗精神病药物，以免增加癫痫发作的风险。苯二氮?类药物是对酒精戒断产生的震颤谵妄的标准治疗。活动减少型谵妄的治疗以病因和支持治疗为主。,"[0.0002, 1.0002, 2.0002, 7.0002]",3.0,谵妄的治疗涉及病因学处理、精神症状治疗和危险因素控制，包括非药物和药物干预，如纠正电解质紊乱、控制感染、心理干预等。
8.0002,六、疾病管理,谵妄的疾病管理包括针对高危人群的预防策略和谵妄发生后的照料和看护。（一）预防策略跨学科团队的整体干预过程采取定向指导、治疗认知损害、减少精神药物使用、增加活动、促进睡眠、保持营养以及水电解质平衡、提供视觉及听觉辅助等措施，以及控制谵妄危险因素。建立老年健康咨询，有针对性的健康教育也会减少伴有躯体疾病老年患者谵妄的发生，以及改善谵妄造成的功能损害。（二）照料和看护尽量保证患者及其周围环境的安全、环境刺激最优化及减少感觉障碍的不良影响，运用定向技术、给予情感支持、减少和防范伤害行为等有助于谵妄的恢复。在治疗谵妄状态的同时，要向家属解释病情及风险等，使家属能保持镇静情绪，防止悲观、绝望，并坚持较长期地照顾患者，特别是注意患者的安全，防止发生意外，鼓励患者在短暂的清醒期间进行适当的交流等。,"[0.0002, 1.0002, 2.0002, 8.0002]",3.0,谵妄疾病管理包括预防策略和照料看护，预防方面包括干预措施和健康教育，照料方面包括安全保障和情感支持。
9.0002,第二节 阿尔茨海默病,,"[0.0002, 1.0002, 9.0002]",2.0,阿尔茨海默病是一种神经退行性疾病，主要特征为认知障碍，全球患者约5000万人。治疗原则为尽早诊断、长期治疗、个体化治疗。
10.0002,一、概述,阿尔茨海默病（Alzheimer’s disease，AD）是一种起病隐袭、呈进行性发展的神经退行性疾病，临床特征主要为认知障碍、精神行为异常和社会生活功能减退。一般在 65 岁以前发病为早发型，65 岁以后发病为晚发型，有家族发病倾向被称为家族性阿尔茨海默病，无家族发病倾向被称为散发性阿尔茨海默病。据世界卫生组织报告，目前全球约有 5000 万人患有痴呆症，其中阿尔茨海默病是最常见的类型。阿尔茨海默病可能的危险因素包括：增龄、女性、低教育水平、吸烟、中年高血压与肥胖、听力损害、脑外伤、缺乏锻炼、社交孤独、糖尿病及抑郁障碍等。,"[0.0002, 1.0002, 9.0002, 10.0002]",3.0,阿尔茨海默病是一种神经退行性疾病，主要特征为认知障碍，全球患者约5000万人，危险因素包括增龄、女性、吸烟等。
11.0002,二、病理、病因及发病机制,阿尔茨海默病患者大脑的病理改变呈弥漫性脑萎缩，镜下病理改变以老年斑（senile plaques，SP）、神经原纤维缠结（neurofibrillarytangle，NFT）和神经元减少为主要特征。SP 中心是 β 淀粉样蛋白（β-amyloid protein，Aβ），NFT 的主要组分是高度磷酸化的微管相关蛋白，即tau 蛋白。在阿尔茨海默病的发病中，遗传是主要的因素之一。目前确定与阿尔茨海默病相关的基因有4 种，分别为淀粉样前体蛋白（amyloid precursor protein，APP）基因、早老素1（presenilin 1，PSEN1）基因、早老素 2（presenilin 2，PSEN2）基因和载脂蛋白 E（apolipoprotein E，ApoE）基因。其中，前3 种基因的突变或多态性与早发型家族性阿尔茨海默病的关系密切，ApoE 与散发性阿尔茨海默病的关系密切。目前比较公认的阿尔茨海默病发病机制认为Aβ的生成和清除失衡是神经元变性和痴呆发生的始动因素，其可诱导tau蛋白过度磷酸化、炎症反应、神经元死亡等一系列病理过程。同时，阿尔茨海默病患者大脑中存在广泛的神经递质异常，包括乙酰胆碱系统、单胺系统、氨基酸类及神经肽等。,"[0.0002, 1.0002, 9.0002, 11.0002]",3.0,阿尔茨海默病患者大脑病理特征为脑萎缩，病理改变包括SP、NFT，主要成分为Aβ和tau蛋白，遗传因素和Aβ清除失衡等导致神经元变性。
12.0002,三、临床特征与评估,（一）临床特征一般将阿尔茨海默病患者的症状分为“ABC”三大类。A（activity）是指生活功能改变：发病早期主要表现为近记忆力下降，对患者的一般生活功能影响不大，但是从事高智力活动的患者会出现工作能力和效率下降。随着疾病的进展，工作能力的损害更加突出，同时个人生活能力受损的表现也越发明显。在疾病晚期，患者在包括个人卫生、吃饭、穿衣和洗漱等各个方面都需要完全由他人照顾。B（behavior）是指精神和行为症状：即使在疾病早期，患者也会出现精神和行为的改变，如患者变得主动性缺乏、活动减少、孤独、自私、对周围环境兴趣减少、对周围人较为冷淡，甚至对亲人也漠不关心，情绪不稳、易激惹。认知功能的进一步损害会使精神行为症状恶化，可出现片断的幻觉、妄想（多以被偷窃和嫉妒为主）；无目的漫游或外走；睡眠节律紊乱，部分患者会出现昼夜颠倒情况；捡拾收藏废品；可表现为本能活动亢进，如性脱抑制、过度进食；有时可出现激越甚至攻击行为。C（cognition）是指认知损害：阿尔茨海默病的神经认知损害以遗忘为先导，随后会累及几乎所有的认知领域，包括计算、定向、视空间、执行功能、理解概括等，也会出现失语、失认、失用。（二）临床评估如果怀疑患者存在痴呆的可能，建议对患者进行以下评估：1.完整的体格检查，包括神经科检查。2.精神状况检查。3.认知测评：认知功能筛查[简易智能精神状态检查量表(MMSE)或蒙特利尔认知评估量表（MoCA）]、生活能力评估（ADL）、痴呆严重程度评估（CDR）、认知功能的总体评估（ADAS-Cog），以及专门针对某个特定认知维度的评估如记忆力评估[霍普金斯词语学习测验修订版（HVLT-R）]、语言能力评估[波士顿命名测验（BNT）]、注意力/工作记忆评估[数字广度测验（DST）]、视觉空间能力评估[画钟测验（CDT）]、执行功能评估[连线测验（TMT）]等。4.实验室检查：除常规生化项目（应包括同型半胱氨酸）外，应重点排除甲状腺功能异常、维生素 B 及叶酸缺乏、贫血、神经梅毒等可能会影响认知功能的躯体疾病。5.脑电图：用于除外克-雅病（Creutzfeldt-Jakob disease，CJD）等。6.脑影像：推荐磁共振成像（magnetic resonance imaging，MRI）（包括海马相）除外脑血管病变及明确脑萎缩程度，亦可考虑通过氟脱氧葡萄糖-正电子发射断层成像（fluorodeoxyglucose positronemission tomography，FDG-PET）反映大脑不同部位的代谢水平。7.阿尔茨海默病生物标志物检查：正电子发射断层成像（positron emission tomography，PET）扫描显示 Aβ 或 tau 成像阳性。脑脊液中 Aβ42 蛋白水平下降，总 tau 蛋白和磷酸化 tau 蛋白水平升高。遗传学检查也可进行基因突变的检测。,"[0.0002, 1.0002, 9.0002, 12.0002]",3.0,阿尔茨海默病的临床特征包括生活功能改变、精神行为症状和认知损害。临床评估包括体格检查、认知测评、实验室检查、脑电图、脑影像和生物标志物检查。
13.0002,四、诊断及鉴别诊断要点,阿尔茨海默病的诊断要点为：①起病隐袭，进行性加重，出现工作及日常生活功能的损害；②以遗忘为主的认知损害，同时还有非遗忘领域如语言功能、视空间、执行功能等的进行性损害；③出现人格、精神活动和行为的异常改变。同时，在做出阿尔茨海默病诊断前，须排除其他常见的老年期神经与精神障碍，如谵妄、老年期抑郁障碍、老年期精神病、中枢神经系统感染及炎症、血管性认知损害和变性病如路易体痴呆、额颞叶痴呆等。,"[0.0002, 1.0002, 9.0002, 13.0002]",3.0,阿尔茨海默病的诊断要点包括起病隐袭、认知损害以遗忘为主、人格、精神异常改变，需排除其他老年期神经与精神障碍。
14.0002,五、治疗原则与常用药物,（一）治疗原则阿尔茨海默病的治疗原则包括：1.尽早诊断，及时治疗，终身管理。2.现有的抗阿尔茨海默病药物虽不能逆转疾病，但可以延缓进展，应尽可能坚持长期治疗。3.针对痴呆伴发的精神行为症状，非药物干预为首选，抗痴呆治疗是基本，必要时可使用精神药物，但应定期评估疗效和副作用，避免长期使用。4.对照料者的健康教育、心理支持及实际帮助，可改善阿尔茨海默病患者的生活质量。（二）改善认知的药物1.胆碱酯酶抑制剂（1）多奈哌齐(donepezil)：通过竞争性和非竞争性抑制乙酰胆碱酯酶，从而提高神经元突触间隙的乙酰胆碱浓度。可每日单次给药。常见的副作用包括腹泻、恶心、睡眠障碍，较严重的副作用为心动过缓。多奈哌齐的推荐起始剂量是 5 mg/d（对药物较敏感者，初始剂量可为 2.5 mg/d，1 周后增加至 5 mg/d），1 个月后剂量可增加至10 mg/d。如果能耐受，尽可能用 10 mg/d 的剂量，使用期间应定期复查心电图。（2）卡巴拉汀（rivastigmine）：属氨基甲酸类，能同时抑制乙酰胆碱酯酶和丁酰胆碱酯酶。日剂量大于 6 mg 时，其临床疗效较为肯定，但高剂量治疗时，不良反应也相应增多。目前卡巴拉汀的透皮贴剂已经上市，使该药物使用更加方便。2.谷氨酸受体拮抗剂美金刚作用于大脑中的谷氨酸-谷胺酰胺系统，为具有中等亲和力的非竞争性 N-甲基-D-天冬氨酸（N-methyl-D-aspartate，NMDA）拮抗剂。用法为初始剂量 5 mg，第 2 周加量至 10 mg、第 3 周加量至15 mg、第 4 周加量至 20 mg，每日 1 次，口服。对肾功能有损害的患者，美金刚剂量应酌减。3.对中度或中重度的阿尔茨海默病患者，使用 1 种胆碱酯酶抑制剂和美金刚联合治疗可以获得更好的认知、日常生活能力和社会功能，改善精神行为症状。4.2019 年 11 月 2 日，国家药品监督管理局有条件批准了甘露特钠胶囊用于治疗轻度至中度阿尔茨海默病。（三）针对精神行为症状的非药物干预针对精神行为症状（behavioral and psychological symptoms ofdementia，BPSD）的非药物干预强调以人为本。采用非药物干预措施可促进和改善功能，促进社会活动和体力活动，增加智能刺激，减少认知问题、处理行为问题，解决家庭冲突和改善社会支持。面向患者的非药物干预方法有环境治疗、感官刺激治疗、行为干预、音乐治疗、舒缓治疗、香氛治疗、认可疗法、认知刺激治疗等多种形式。面向照料者的支持性干预同等重要。制定和实施非药物干预技术时尤其应注意个体化特点。（四）针对精神行为症状的药物治疗1.抗精神病药：主要用于控制严重的幻觉、妄想和兴奋冲动症状。抗精神病药使用应遵循“小剂量起始，根据治疗反应以及不良反应缓慢增量，症状控制后缓慢减量至停药”的原则使用。常用的药物包括利培酮、奥氮平、喹硫平等（参考剂量见表 1-1）。对于高龄（通常为 85 岁以上）老人，可选择表 1-1 推荐剂量的 1/2 作为起始剂量。表 1-1 常用抗精神病药物治疗精神行为症状的推荐起始剂量与维持剂量药物名称 起始剂量（mg/d） 最大剂量（mg/d） 其他说明利培酮 0.25～0.50 2 分1～2 次给药奥氮平 1.25～2.50 10 分1～2 次给药喹硫平 12.5 200 分1～3 次给药2.抗抑郁药：主要用于治疗抑郁、轻度激越和焦虑。常用的药物如曲唑酮（25～100 mg）、舍曲林（25～100 mg）、西酞普兰（10～20 mg，要注意 QTc 间期）、米氮平（7.5～30 mg）等。3.心境稳定剂：可缓解冲动和激越行为等症状。常用药物如丙戊酸钠（250～1000 mg）。,"[0.0002, 1.0002, 9.0002, 14.0002]",3.0,阿尔茨海默病治疗原则：尽早诊断，长期治疗；药物治疗延缓进展，注意副作用；非药物干预改善生活质量；个体化治疗。
15.0002,六、疾病管理,随着阿尔茨海默病早期诊断和治疗以及总体医疗保健水平的提高，患者的生存时间在逐渐延长。阿尔茨海默病的长程管理，既需要专科医生（精神科/神经科）的指导，也需要老年科医生的支持，更需要社区卫生人员、长期照护机构医护人员的密切配合。阿尔茨海默病患者在不同病期需要解决不同的问题，如语言及运动康复、针对吞咽困难的物理治疗、营养支持、排便训练等，不仅不同专业人员之间需要很好地沟通协调，不同机构间也应该做到医疗信息共享，以便为阿尔茨海默病患者提供连续服务。,"[0.0002, 1.0002, 9.0002, 15.0002]",3.0,提高阿尔茨海默病患者生存时间需要专科医生指导、老年科支持、社区卫生人员、长期照护机构协作，解决不同问题需跨专业沟通协调及医疗信息共享。
16.0002,第三节 额颞叶痴呆,,"[0.0002, 1.0002, 16.0002]",2.0,额颞叶痴呆（FTD）是一种痴呆症，主要表现为行为异常、执行功能障碍和语言损害，病理特征为额颞叶变性。治疗主要针对症状，包括药物和非药物干预。需要综合医疗、照护和社会服务合作。
